Iso_Idxs,Value,Unc,RefRemarks,Refs,Term,Include,Table
"081190,081205",0.677,0.081,nannan,,R081205**2-R081190**2,nan,ois
"081191,081205",0.627,0.066,nannan,,R081205**2-R081191**2,nan,ois
"081192,081205",0.603,0.072,nannan,,R081205**2-R081192**2,nan,ois
"081193,081205",0.55,0.055,nannan,,R081205**2-R081193**2,nan,ois
"081194,081205",0.531,0.063,nannan,,R081205**2-R081194**2,nan,ois
"081195,081205",0.462,0.049,nannan,,R081205**2-R081195**2,nan,ois
"081196,081205",0.459,0.055,nannan,,R081205**2-R081196**2,nan,ois
"081197,081205",0.394,0.041,nannan,,R081205**2-R081197**2,nan,ois
"081198,081205",0.386,0.04,nannan,,R081205**2-R081198**2,nan,ois
"081199,081205",0.298,0.029,nannan,,R081205**2-R081199**2,nan,ois
"081200,081205",0.285,0.027,nannan,,R081205**2-R081200**2,nan,ois
"081201,081205",0.199,0.023,nannan,,R081205**2-R081201**2,nan,ois
"081202,081205",0.175,0.014,nannan,,R081205**2-R081202**2,nan,ois
"081203,081205",0.099,0.012,nannan,,R081205**2-R081203**2,nan,ois
"081205,081207",0.1,0.012,nannan,,R081207**2-R081205**2,nan,ois
"081207,081208",0.099,0.015,La92nan,,R081208**2-R081207**2,nan,ois
"081202,081204",0.12256786509442143,0.041377950043855305,Au87(Hu61?)nan,,R081204**2-R081202**2,nan,ois
"081203,081204",0.040660313514145265,0.012953471786113363,nannan,,R081204**2-R081203**2,nan,ois
"082182,082208",1.299,0.025,DW07nan,,R082208**2-R082182**2,nan,ois
"082183,082208",1.215,0.013,seenan,,R082208**2-R082183**2,nan,ois
"082184,082208",1.15,0.013,alsonan,,R082208**2-R082184**2,nan,ois
"082185,082208",1.093,0.013,Se06nan,,R082208**2-R082185**2,nan,ois
"082186,082208",1.048,0.01,nannan,,R082208**2-R082186**2,nan,ois
"082187,082208",0.993,0.01,nannan,,R082208**2-R082187**2,nan,ois
"082188,082208",0.93,0.01,nannan,,R082208**2-R082188**2,nan,ois
"082189,082208",0.89,0.01,nannan,,R082208**2-R082189**2,nan,ois
"082190,082208",0.839,0.01,nannan,,R082208**2-R082190**2,nan,ois
"082190,082208",0.838,0.02138,Ot89MIA (El+Mu),,R082208**2-R082190**2,nan,ois
"082191,082208",0.831,0.02131,(Me88)nan,,R082208**2-R082191**2,nan,ois
"082192,082208",0.758,0.02058,nannan,,R082208**2-R082192**2,nan,ois
"082193,082208",0.747,0.01647,Du91nan,,R082208**2-R082193**2,nan,ois
"082194,082208",0.683,0.01783,Ot89 (Me88)Corrected values from KfK_4159 p.63,,R082208**2-R082194**2,nan,ois
"082195,082206",0.546,0.0666,Di87nan,,R082206**2-R082195**2,nan,ois
"082196,082208",0.606,0.02206,nannan,,R082208**2-R082196**2,nan,ois
"082197,082208",0.604,0.02204,nannan,,R082208**2-R082197**2,nan,ois
"082198,082208",0.521,0.019209999999999998,nannan,,R082208**2-R082198**2,nan,ois
"082199,082208",0.516,0.01916,nannan,,R082208**2-R082199**2,nan,ois
"082200,082208",0.429,0.01629,nannan,,R082208**2-R082200**2,nan,ois
"082201,082208",0.409,0.01509,nannan,,R082208**2-R082201**2,nan,ois
"082202,082208",0.328,0.012280000000000001,nannan,,R082208**2-R082202**2,nan,ois
"082203,082208",0.305,0.01205,nannan,,R082208**2-R082203**2,nan,ois
"082204,082208",0.223,0.00923,nannan,,R082208**2-R082204**2,nan,ois
"082205,082208",0.197,0.00797,nannan,,R082208**2-R082205**2,nan,ois
"082206,082208",0.118,0.005180000000000001,nannan,,R082208**2-R082206**2,nan,ois
"082207,082208",0.074,0.0037400000000000003,nannan,,R082208**2-R082207**2,nan,ois
"082208,082209",0.096,0.00396,nannan,,R082209**2-R082208**2,nan,ois
"082208,082210",0.211,0.00811,nannan,,R082210**2-R082208**2,nan,ois
"082208,082211",0.299,0.01199,nannan,,R082211**2-R082208**2,nan,ois
"082208,082212",0.414,0.016139999999999998,nannan,,R082212**2-R082208**2,nan,ois
"082208,082214",0.61,0.023100000000000002,nannan,,R082214**2-R082208**2,nan,ois
"084200,084208",0.379,0.033530000000000004,Ko91nan,,R084208**2-R084200**2,nan,ois
"084202,084208",0.3,0.024,Tévedésből vettem először l-nak?nan,,R084208**2-R084202**2,nan,ois
"084204,084208",0.206,0.01642,nannan,,R084208**2-R084204**2,nan,ois
"084205,084208",0.185,0.01895,nannan,,R084208**2-R084205**2,nan,ois
"084206,084208",0.104,0.00828,nannan,,R084208**2-R084206**2,nan,ois
"084207,084208",0.078,0.01046,nannan,,R084208**2-R084207**2,nan,ois
"084208,084209",0.044,0.00708,nannan,,R084209**2-R084208**2,nan,ois
"084208,084210",0.118,0.01126,nannan,,R084210**2-R084208**2,nan,ois
"086202,086212",0.4382,0.044219999999999995,Bo87nan,,R086212**2-R086202**2,nan,ois
"086204,086212",0.386,0.038900000000000004,nannan,,R086212**2-R086204**2,nan,ois
"086205,086212",0.3849,0.038790000000000005,nannan,,R086212**2-R086205**2,nan,ois
"086206,086212",0.3058,0.030880000000000005,nannan,,R086212**2-R086206**2,nan,ois
"086207,086212",0.2926,0.029460000000000004,nannan,,R086212**2-R086207**2,nan,ois
"086208,086212",0.2125,0.02145,nannan,,R086212**2-R086208**2,nan,ois
"086209,086212",0.1917,0.019270000000000002,nannan,,R086212**2-R086209**2,nan,ois
"086210,086212",0.1143,0.01153,nannan,,R086212**2-R086210**2,nan,ois
"086211,086212",0.0735,0.00745,nannan,,R086212**2-R086211**2,nan,ois
"086212,086218",0.7,0.0703,nannan,,R086218**2-R086212**2,nan,ois
"086212,086219",0.8212,0.08242000000000001,nannan,,R086219**2-R086212**2,nan,ois
"086212,086220",0.9151,0.09181,nannan,,R086220**2-R086212**2,nan,ois
"086212,086221",1.032,0.10360000000000001,nannan,,R086221**2-R086212**2,nan,ois
"086212,086222",1.1236,0.11276,nannan,,R086222**2-R086212**2,nan,ois
"087207,087212",0.21794,0.004518800000000001,Ot89nan,,R087212**2-R087207**2,nan,ois
"087208,087212",0.20804,0.0042808,"(Co87,nan",,R087212**2-R087208**2,nan,ois
"087209,087212",0.13043,0.0026886,Co85)nan,,R087212**2-R087209**2,nan,ois
"087210,087212",0.10831,0.0022462000000000003,nannan,,R087212**2-R087210**2,nan,ois
"087211,087212",0.03757,0.0008314,nannan,,R087212**2-R087211**2,nan,ois
"087212,087213",0.06829,0.0014458000000000001,nannan,,R087213**2-R087212**2,nan,ois
"087212,087220",0.86725,0.017795,nannan,,R087220**2-R087212**2,nan,ois
"087212,087221",0.98269,0.0199838,nannan,,R087221**2-R087212**2,nan,ois
"087212,087222",1.09543,0.022028599999999995,nannan,,R087222**2-R087212**2,nan,ois
"087212,087223",1.16507,0.0233814,nannan,,R087223**2-R087212**2,nan,ois
"087212,087224",1.28937,0.0258674,nannan,,R087224**2-R087212**2,nan,ois
"087212,087225",1.34862,0.027192400000000002,nannan,,R087225**2-R087212**2,nan,ois
"087212,087226",1.437,0.028820000000000002,nannan,,R087226**2-R087212**2,nan,ois
"087212,087227",1.60249,0.0321298,nannan,,R087227**2-R087212**2,nan,ois
"087212,087228",1.67522,0.033704399999999995,nannan,,R087228**2-R087212**2,nan,ois
"088208,088214",0.256,0.0526,Ah88nan,,R088214**2-R088208**2,nan,ois
"088209,088214",0.253,0.050300000000000004,nannan,,R088214**2-R088209**2,nan,ois
"088210,088214",0.182,0.0372,nannan,,R088214**2-R088210**2,nan,ois
"088211,088214",0.168,0.033800000000000004,nannan,,R088214**2-R088211**2,nan,ois
"088212,088214",0.099,0.0199,nannan,,R088214**2-R088212**2,nan,ois
"088213,088214",0.066,0.013600000000000001,nannan,,R088214**2-R088213**2,nan,ois
"088214,088220",0.679,0.13690000000000002,nannan,,R088220**2-R088214**2,nan,ois
"088214,088221",0.805,0.16250000000000003,nannan,,R088221**2-R088214**2,nan,ois
"088214,088222",0.894,0.1804,nannan,,R088222**2-R088214**2,nan,ois
"088214,088223",1.007,0.2027,nannan,,R088223**2-R088214**2,nan,ois
"088214,088224",1.09,0.21900000000000003,nannan,,R088224**2-R088214**2,nan,ois
"088214,088225",1.208,0.24280000000000002,nannan,,R088225**2-R088214**2,nan,ois
"088214,088226",1.277,0.25670000000000004,nannan,,R088226**2-R088214**2,nan,ois
"088214,088227",1.356,0.27360000000000007,nannan,,R088227**2-R088214**2,nan,ois
"088214,088228",1.459,0.2939,nannan,,R088228**2-R088214**2,nan,ois
"088214,088229",1.556,0.3136,nannan,,R088229**2-R088214**2,nan,ois
"088214,088230",1.667,0.3357,nannan,,R088230**2-R088214**2,nan,ois
"088214,088232",1.854,0.3734,nannan,,R088232**2-R088214**2,nan,ois
"090227,090232",0.508,0.12384467891609519,Kä89K = 0.92,,R090232**2-R090227**2,nan,ois
"090228,090232",0.413,0.09979857430202252,nanEst from full error,,R090232**2-R090228**2,nan,ois
"090229,090232",0.334,0.08160724129630953,nannan,,R090232**2-R090229**2,nan,ois
"090230,090232",0.205,0.04972110602646432,nannan,,R090232**2-R090230**2,nan,ois
"092233,092238",0.41933948487922856,0.08050817405015784,An92nan,,R092238**2-R092233**2,nan,ois
"092234,092238",0.3198830571651624,0.06177315463542152,nannan,,R092238**2-R092234**2,nan,ois
"092235,092238",0.2707047544566249,0.051701904727204775,nannan,,R092238**2-R092235**2,nan,ois
"092236,092238",0.16056879678614894,0.03094434247887903,nannan,,R092238**2-R092236**2,nan,ois
"094238,094239",0.07297093468450103,0.021668367575492772,Au87nan,,R094239**2-R094238**2,nan,ois
"094238,094240",0.1859353958425466,0.05007046575946669,(GLT85)nan,,R094240**2-R094238**2,nan,ois
"094239,094240",0.11223476532093413,0.030615854370419224,nannan,,R094240**2-R094239**2,nan,ois
"094240,094241",0.05131585283953553,0.01671687779163967,nannan,,R094241**2-R094240**2,nan,ois
"094240,094242",0.1356303125130003,0.03544066122639696,nannan,,R094242**2-R094240**2,nan,ois
"094242,094244",0.1403213996857428,0.039464511179739634,nannan,,R094244**2-R094242**2,nan,ois
"095241,095243",0.13930999338154673,0.029136523764866813,Au87nan,,R095243**2-R095241**2,nan,ois
"096242,096244",0.1665216749772859,0.07464961747631008,Au87nan,,R096244**2-R096242**2,nan,ois
"096244,096245",0.05259349329993925,0.016533141243916066,nannan,,R096245**2-R096244**2,nan,ois
"096244,096246",0.15363680491851237,0.038774059537401095,nannan,,R096246**2-R096244**2,nan,ois
"096244,096248",0.2991443356176754,0.07707368612297091,nannan,,R096248**2-R096244**2,nan,ois
