Iso_Idxs,Value,Unc,RefRemarks,Term,Include,Table
"68.0162.0,68.0164.0",,,"Ji90""2par"" meth",R68.0164.0**2-R68.0162.0**2,,ois
"68.0164.0,68.0166.0",,,nannan,R68.0166.0**2-R68.0164.0**2,,ois
"68.0166.0,68.0167.0",,,nannan,R68.0167.0**2-R68.0166.0**2,,ois
"68.0166.0,68.0168.0",,,nannan,R68.0168.0**2-R68.0166.0**2,,ois
"68.0168.0,68.0170.0",,,nannan,R68.0170.0**2-R68.0168.0**2,,ois
"69.0153.0,69.0169.0",,,Ba00nan,R69.0169.0**2-R69.0153.0**2,,ois
"69.0154.0,69.0169.0",,,nanI=2. ground state?,R69.0169.0**2-R69.0154.0**2,,ois
"69.0156.0,69.0169.0",,,Ot89 (Al87)nan,R69.0169.0**2-R69.0156.0**2,,ois
"69.0157.0,69.0169.0",,,Al88Syst ~5%,R69.0169.0**2-R69.0157.0**2,,ois
"69.0158.0,69.0169.0",,,nannan,R69.0169.0**2-R69.0158.0**2,,ois
"69.0159.0,69.0169.0",,,nannan,R69.0169.0**2-R69.0159.0**2,,ois
"69.0160.0,69.0169.0",,,nannan,R69.0169.0**2-R69.0160.0**2,,ois
"69.0161.0,69.0169.0",,,nannan,R69.0169.0**2-R69.0161.0**2,,ois
"69.0162.0,69.0169.0",,,nannan,R69.0169.0**2-R69.0162.0**2,,ois
"69.0163.0,69.0169.0",,,nannan,R69.0169.0**2-R69.0163.0**2,,ois
"69.0164.0,69.0169.0",,,nannan,R69.0169.0**2-R69.0164.0**2,,ois
"69.0165.0,69.0169.0",,,nannan,R69.0169.0**2-R69.0165.0**2,,ois
"69.0166.0,69.0169.0",,,nannan,R69.0169.0**2-R69.0166.0**2,,ois
"69.0167.0,69.0169.0",,,nannan,R69.0169.0**2-R69.0167.0**2,,ois
"69.0168.0,69.0169.0",,,nannan,R69.0169.0**2-R69.0168.0**2,,ois
"69.0169.0,69.0170.0",,,nannan,R69.0170.0**2-R69.0169.0**2,,ois
"69.0169.0,69.0171.0",,,nannan,R69.0171.0**2-R69.0169.0**2,,ois
"69.0169.0,69.0172.0",,,nannan,R69.0172.0**2-R69.0169.0**2,,ois
"70.0152.0,70.0154.0",,,Sp89Error est.,R70.0154.0**2-R70.0152.0**2,,ois
"70.0154.0,70.0156.0",,,Fig.3.nan,R70.0156.0**2-R70.0154.0**2,,ois
"70.0155.0,70.0168.0",,,Ba00Sysdt error est.,R70.0168.0**2-R70.0155.0**2,,ois
"70.0156.0,70.0168.0",,,Sc91nan,R70.0168.0**2-R70.0156.0**2,,ois
"70.0157.0,70.0168.0",,,nannan,R70.0168.0**2-R70.0157.0**2,,ois
"70.0158.0,70.0168.0",,,Ot89nan,R70.0168.0**2-R70.0158.0**2,,ois
"70.0159.0,70.0168.0",,,Sc91nan,R70.0168.0**2-R70.0159.0**2,,ois
"70.0160.0,70.0168.0",,,(Bu82)nan,R70.0168.0**2-R70.0160.0**2,,ois
"70.0161.0,70.0168.0",,,nannan,R70.0168.0**2-R70.0161.0**2,,ois
"70.0162.0,70.0168.0",,,nannan,R70.0168.0**2-R70.0162.0**2,,ois
"70.0163.0,70.0168.0",,,nannan,R70.0168.0**2-R70.0163.0**2,,ois
"70.0164.0,70.0168.0",,,nannan,R70.0168.0**2-R70.0164.0**2,,ois
"70.0165.0,70.0168.0",,,nannan,R70.0168.0**2-R70.0165.0**2,,ois
"70.0166.0,70.0168.0",,,nannan,R70.0168.0**2-R70.0166.0**2,,ois
"70.0167.0,70.0168.0",,,nannan,R70.0168.0**2-R70.0167.0**2,,ois
"70.0168.0,70.0169.0",,,nannan,R70.0169.0**2-R70.0168.0**2,,ois
"70.0168.0,70.0170.0",,,nannan,R70.0170.0**2-R70.0168.0**2,,ois
"70.0168.0,70.0171.0",,,nannan,R70.0171.0**2-R70.0168.0**2,,ois
"70.0168.0,70.0172.0",,,nannan,R70.0172.0**2-R70.0168.0**2,,ois
"70.0168.0,70.0173.0",,,nannan,R70.0173.0**2-R70.0168.0**2,,ois
"70.0168.0,70.0174.0",,,nannan,R70.0174.0**2-R70.0168.0**2,,ois
"70.0168.0,70.0175.0",,,Sc91nan,R70.0175.0**2-R70.0168.0**2,,ois
"70.0168.0,70.0176.0",,,nannan,R70.0176.0**2-R70.0168.0**2,,ois
"71.0161.0,71.0170.0",,,"Ge98""2par"" meth",R71.0170.0**2-R71.0161.0**2,,ois
"71.0162.0,71.0170.0",,,nannan,R71.0170.0**2-R71.0162.0**2,,ois
"71.0163.0,71.0170.0",,,nannan,R71.0170.0**2-R71.0163.0**2,,ois
"71.0164.0,71.0170.0",,,nannan,R71.0170.0**2-R71.0164.0**2,,ois
"71.0165.0,71.0170.0",,,nannan,R71.0170.0**2-R71.0165.0**2,,ois
"71.0166.0,71.0170.0",,,nannan,R71.0170.0**2-R71.0166.0**2,,ois
"71.0167.0,71.0170.0",,,nannan,R71.0170.0**2-R71.0167.0**2,,ois
"71.0168.0,71.0170.0",,,nannan,R71.0170.0**2-R71.0168.0**2,,ois
"71.0169.0,71.0170.0",,,nannan,R71.0170.0**2-R71.0169.0**2,,ois
"71.0170.0,71.0171.0",,,nannan,R71.0171.0**2-R71.0170.0**2,,ois
"71.0170.0,71.0172.0",,,nannan,R71.0172.0**2-R71.0170.0**2,,ois
"71.0170.0,71.0173.0",,,nannan,R71.0173.0**2-R71.0170.0**2,,ois
"71.0170.0,71.0174.0",,,nannan,R71.0174.0**2-R71.0170.0**2,,ois
"71.0170.0,71.0175.0",,,nannan,R71.0175.0**2-R71.0170.0**2,,ois
"71.0170.0,71.0176.0",,,nannan,R71.0176.0**2-R71.0170.0**2,,ois
"71.0170.0,71.0177.0",,,nannan,R71.0177.0**2-R71.0170.0**2,,ois
"71.0170.0,71.0178.0",,,nannan,R71.0178.0**2-R71.0170.0**2,,ois
"71.0170.0,71.0179.0",,,nannan,R71.0179.0**2-R71.0170.0**2,,ois
"72.0174.0,72.0175.0",,,Ji97Calib: Zi94,R72.0175.0**2-R72.0174.0**2,,ois
"72.0170.0,72.0178.0",,,Le99nan,R72.0178.0**2-R72.0170.0**2,,ois
"72.0172.0,72.0178.0",,,nannan,R72.0178.0**2-R72.0172.0**2,,ois
"72.0173.0,72.0178.0",,,nannan,R72.0178.0**2-R72.0173.0**2,,ois
"72.0174.0,72.0178.0",,,nannan,R72.0178.0**2-R72.0174.0**2,,ois
"72.0176.0,72.0178.0",,,nannan,R72.0178.0**2-R72.0176.0**2,,ois
"72.0177.0,72.0178.0",,,nannan,R72.0178.0**2-R72.0177.0**2,,ois
"72.0178.0,72.0179.0",,,nannan,R72.0179.0**2-R72.0178.0**2,,ois
"72.0178.0,72.0180.0",,,nannan,R72.0180.0**2-R72.0178.0**2,,ois
"72.0178.0,72.0182.0",,,An94nan,R72.0182.0**2-R72.0178.0**2,,ois
"74.0180.0,74.0182.0",,,Au87nan,R74.0182.0**2-R74.0180.0**2,,ois
"74.0182.0,74.0183.0",,,nannan,R74.0183.0**2-R74.0182.0**2,,ois
"74.0182.0,74.0184.0",,,nannan,R74.0184.0**2-R74.0182.0**2,,ois
"74.0184.0,74.0186.0",,,nannan,R74.0186.0**2-R74.0184.0**2,,ois
"75.0185.0,75.0187.0",,,Au87nan,R75.0187.0**2-R75.0185.0**2,,ois
"76.0184.0,76.0186.0",,,Au87nan,R76.0186.0**2-R76.0184.0**2,,ois
"76.0186.0,76.0187.0",,,nannan,R76.0187.0**2-R76.0186.0**2,,ois
"76.0186.0,76.0188.0",,,nannan,R76.0188.0**2-R76.0186.0**2,,ois
"76.0187.0,76.0189.0",,,nannan,R76.0189.0**2-R76.0187.0**2,,ois
"76.0188.0,76.0189.0",,,nannan,R76.0189.0**2-R76.0188.0**2,,ois
"76.0188.0,76.0190.0",,,nannan,R76.0190.0**2-R76.0188.0**2,,ois
"76.0190.0,76.0192.0",,,nannan,R76.0192.0**2-R76.0190.0**2,,ois
"77.0182.0,77.0191.0",,,"Ve06, Tab.5.""2par"" meth",R77.0191.0**2-R77.0182.0**2,,ois
"77.0183.0,77.0191.0",,,a korábbi nan,R77.0191.0**2-R77.0183.0**2,,ois
"77.0184.0,77.0191.0",,,"Ve99, Fig. 1. nan",R77.0191.0**2-R77.0184.0**2,,ois
"77.0185.0,77.0191.0",,,helyett !nan,R77.0191.0**2-R77.0185.0**2,,ois
"77.0186.0,77.0191.0",,,nannan,R77.0191.0**2-R77.0186.0**2,,ois
"77.0187.0,77.0191.0",,,nannan,R77.0191.0**2-R77.0187.0**2,,ois
"77.0188.0,77.0191.0",,,nannan,R77.0191.0**2-R77.0188.0**2,,ois
"77.0189.0,77.0191.0",,,nannan,R77.0191.0**2-R77.0189.0**2,,ois
"77.0191.0,77.0193.0",,,nannan,R77.0193.0**2-R77.0191.0**2,,ois
"78.0178.0,78.0194.0",,,"LB99""2par"" meth",R78.0194.0**2-R78.0178.0**2,,ois
"78.0179.0,78.0194.0",,,nannan,R78.0194.0**2-R78.0179.0**2,,ois
"78.0180.0,78.0194.0",,,nannan,R78.0194.0**2-R78.0180.0**2,,ois
"78.0181.0,78.0194.0",,,nannan,R78.0194.0**2-R78.0181.0**2,,ois
"78.0182.0,78.0194.0",,,nannan,R78.0194.0**2-R78.0182.0**2,,ois
"78.0183.0,78.0194.0",,,nannan,R78.0194.0**2-R78.0183.0**2,,ois
"78.0184.0,78.0194.0",,,nannan,R78.0194.0**2-R78.0184.0**2,,ois
"78.0185.0,78.0194.0",,,nannan,R78.0194.0**2-R78.0185.0**2,,ois
"78.0186.0,78.0194.0",,,"Hi92""2par"" meth",R78.0194.0**2-R78.0186.0**2,,ois
"78.0187.0,78.0194.0",,,nannan,R78.0194.0**2-R78.0187.0**2,,ois
"78.0188.0,78.0194.0",,,nannan,R78.0194.0**2-R78.0188.0**2,,ois
"78.0189.0,78.0194.0",,,nannan,R78.0194.0**2-R78.0189.0**2,,ois
"78.0190.0,78.0194.0",,,nannan,R78.0194.0**2-R78.0190.0**2,,ois
"78.0191.0,78.0194.0",,,nannan,R78.0194.0**2-R78.0191.0**2,,ois
"78.0192.0,78.0194.0",,,nannan,R78.0194.0**2-R78.0192.0**2,,ois
"78.0193.0,78.0194.0",,,nannan,R78.0194.0**2-R78.0193.0**2,,ois
"78.0194.0,78.0195.0",,,nannan,R78.0195.0**2-R78.0194.0**2,,ois
"78.0194.0,78.0196.0",,,nannan,R78.0196.0**2-R78.0194.0**2,,ois
"78.0194.0,78.0198.0",,,nannan,R78.0198.0**2-R78.0194.0**2,,ois
"79.0183.0,79.0187.0",,,Kr88nan,R79.0187.0**2-R79.0183.0**2,,ois
"79.0184.0,79.0197.0",,,LB97nan,R79.0197.0**2-R79.0184.0**2,,ois
"79.0185.0,79.0197.0",,,"Wa89""2par"" meth",R79.0197.0**2-R79.0185.0**2,,ois
"79.0186.0,79.0197.0",,,nannan,R79.0197.0**2-R79.0186.0**2,,ois
"79.0187.0,79.0197.0",,,nannan,R79.0197.0**2-R79.0187.0**2,,ois
"79.0188.0,79.0197.0",,,nannan,R79.0197.0**2-R79.0188.0**2,,ois
"79.0189.0,79.0197.0",,,nannan,R79.0197.0**2-R79.0189.0**2,,ois
"79.0190.0,79.0197.0",,,nannan,R79.0197.0**2-R79.0190.0**2,,ois
"79.0191.0,79.0197.0",,,Pa94nan,R79.0197.0**2-R79.0191.0**2,,ois
"79.0192.0,79.0197.0",,,nannan,R79.0197.0**2-R79.0192.0**2,,ois
"79.0193.0,79.0197.0",,,nannan,R79.0197.0**2-R79.0193.0**2,,ois
"79.0194.0,79.0197.0",,,"nan""2par"" meth",R79.0197.0**2-R79.0194.0**2,,ois
"79.0195.0,79.0197.0",,,"Sa90""2par"" meth",R79.0197.0**2-R79.0195.0**2,,ois
"79.0196.0,79.0197.0",,,nannan,R79.0197.0**2-R79.0196.0**2,,ois
"79.0197.0,79.0198.0",,,nannan,R79.0198.0**2-R79.0197.0**2,,ois
"79.0197.0,79.0199.0",,,nannan,R79.0199.0**2-R79.0197.0**2,,ois
"80.0181.0,80.0198.0",,,Ot89nan,R80.0198.0**2-R80.0181.0**2,,ois
"80.0182.0,80.0198.0",,,Ul86 (Kü77)nan,R80.0198.0**2-R80.0182.0**2,,ois
"80.0183.0,80.0198.0",,,nannan,R80.0198.0**2-R80.0183.0**2,,ois
"80.0184.0,80.0198.0",,,nannan,R80.0198.0**2-R80.0184.0**2,,ois
"80.0185.0,80.0198.0",,,nannan,R80.0198.0**2-R80.0185.0**2,,ois
"80.0186.0,80.0198.0",,,nannan,R80.0198.0**2-R80.0186.0**2,,ois
"80.0187.0,80.0198.0",,,nannan,R80.0198.0**2-R80.0187.0**2,,ois
"80.0188.0,80.0198.0",,,nannan,R80.0198.0**2-R80.0188.0**2,,ois
"80.0189.0,80.0198.0",,,nannan,R80.0198.0**2-R80.0189.0**2,,ois
"80.0190.0,80.0198.0",,,nannan,R80.0198.0**2-R80.0190.0**2,,ois
"80.0191.0,80.0198.0",,,nannan,R80.0198.0**2-R80.0191.0**2,,ois
"80.0192.0,80.0198.0",,,nannan,R80.0198.0**2-R80.0192.0**2,,ois
"80.0193.0,80.0198.0",,,nannan,R80.0198.0**2-R80.0193.0**2,,ois
"80.0194.0,80.0198.0",,,nannan,R80.0198.0**2-R80.0194.0**2,,ois
"80.0195.0,80.0198.0",,,nannan,R80.0198.0**2-R80.0195.0**2,,ois
"80.0196.0,80.0198.0",,,nannan,R80.0198.0**2-R80.0196.0**2,,ois
"80.0197.0,80.0198.0",,,nannan,R80.0198.0**2-R80.0197.0**2,,ois
"80.0198.0,80.0199.0",,,nannan,R80.0199.0**2-R80.0198.0**2,,ois
"80.0198.0,80.0200.0",,,nannan,R80.0200.0**2-R80.0198.0**2,,ois
"80.0198.0,80.0201.0",,,nannan,R80.0201.0**2-R80.0198.0**2,,ois
"80.0198.0,80.0202.0",,,nannan,R80.0202.0**2-R80.0198.0**2,,ois
"80.0198.0,80.0203.0",,,nannan,R80.0203.0**2-R80.0198.0**2,,ois
"80.0198.0,80.0204.0",,,nannan,R80.0204.0**2-R80.0198.0**2,,ois
"80.0198.0,80.0205.0",,,nannan,R80.0205.0**2-R80.0198.0**2,,ois
"80.0198.0,80.0206.0",,,nannan,R80.0206.0**2-R80.0198.0**2,,ois
"81.0190.0,81.0205.0",,,nannan,R81.0205.0**2-R81.0190.0**2,,ois
"81.0191.0,81.0205.0",,,nannan,R81.0205.0**2-R81.0191.0**2,,ois
"81.0192.0,81.0205.0",,,nannan,R81.0205.0**2-R81.0192.0**2,,ois
"81.0193.0,81.0205.0",,,nannan,R81.0205.0**2-R81.0193.0**2,,ois
"81.0194.0,81.0205.0",,,nannan,R81.0205.0**2-R81.0194.0**2,,ois
"81.0195.0,81.0205.0",,,nannan,R81.0205.0**2-R81.0195.0**2,,ois
"81.0196.0,81.0205.0",,,nannan,R81.0205.0**2-R81.0196.0**2,,ois
"81.0197.0,81.0205.0",,,nannan,R81.0205.0**2-R81.0197.0**2,,ois
"81.0198.0,81.0205.0",,,nannan,R81.0205.0**2-R81.0198.0**2,,ois
"81.0199.0,81.0205.0",,,nannan,R81.0205.0**2-R81.0199.0**2,,ois
"81.0200.0,81.0205.0",,,nannan,R81.0205.0**2-R81.0200.0**2,,ois
"81.0201.0,81.0205.0",,,nannan,R81.0205.0**2-R81.0201.0**2,,ois
"81.0202.0,81.0205.0",,,nannan,R81.0205.0**2-R81.0202.0**2,,ois
"81.0203.0,81.0205.0",,,nannan,R81.0205.0**2-R81.0203.0**2,,ois
"81.0205.0,81.0207.0",,,nannan,R81.0207.0**2-R81.0205.0**2,,ois
"81.0207.0,81.0208.0",,,La92nan,R81.0208.0**2-R81.0207.0**2,,ois
"81.0202.0,81.0204.0",,,Au87(Hu61?)nan,R81.0204.0**2-R81.0202.0**2,,ois
"81.0203.0,81.0204.0",,,nannan,R81.0204.0**2-R81.0203.0**2,,ois
"82.0182.0,82.0208.0",,,DW07nan,R82.0208.0**2-R82.0182.0**2,,ois
"82.0183.0,82.0208.0",,,seenan,R82.0208.0**2-R82.0183.0**2,,ois
"82.0184.0,82.0208.0",,,alsonan,R82.0208.0**2-R82.0184.0**2,,ois
"82.0185.0,82.0208.0",,,Se06nan,R82.0208.0**2-R82.0185.0**2,,ois
"82.0186.0,82.0208.0",,,nannan,R82.0208.0**2-R82.0186.0**2,,ois
"82.0187.0,82.0208.0",,,nannan,R82.0208.0**2-R82.0187.0**2,,ois
"82.0188.0,82.0208.0",,,nannan,R82.0208.0**2-R82.0188.0**2,,ois
"82.0189.0,82.0208.0",,,nannan,R82.0208.0**2-R82.0189.0**2,,ois
"82.0190.0,82.0208.0",,,nannan,R82.0208.0**2-R82.0190.0**2,,ois
"82.0190.0,82.0208.0",,,Ot89MIA (El+Mu),R82.0208.0**2-R82.0190.0**2,,ois
"82.0191.0,82.0208.0",,,(Me88)nan,R82.0208.0**2-R82.0191.0**2,,ois
"82.0192.0,82.0208.0",,,nannan,R82.0208.0**2-R82.0192.0**2,,ois
"82.0193.0,82.0208.0",,,Du91nan,R82.0208.0**2-R82.0193.0**2,,ois
"82.0194.0,82.0208.0",,,Ot89 (Me88)Corrected values from KfK_4159 p.63,R82.0208.0**2-R82.0194.0**2,,ois
"82.0195.0,82.0206.0",,,Di87nan,R82.0206.0**2-R82.0195.0**2,,ois
"82.0196.0,82.0208.0",,,nannan,R82.0208.0**2-R82.0196.0**2,,ois
"82.0197.0,82.0208.0",,,nannan,R82.0208.0**2-R82.0197.0**2,,ois
"82.0198.0,82.0208.0",,,nannan,R82.0208.0**2-R82.0198.0**2,,ois
"82.0199.0,82.0208.0",,,nannan,R82.0208.0**2-R82.0199.0**2,,ois
"82.0200.0,82.0208.0",,,nannan,R82.0208.0**2-R82.0200.0**2,,ois
"82.0201.0,82.0208.0",,,nannan,R82.0208.0**2-R82.0201.0**2,,ois
"82.0202.0,82.0208.0",,,nannan,R82.0208.0**2-R82.0202.0**2,,ois
"82.0203.0,82.0208.0",,,nannan,R82.0208.0**2-R82.0203.0**2,,ois
"82.0204.0,82.0208.0",,,nannan,R82.0208.0**2-R82.0204.0**2,,ois
"82.0205.0,82.0208.0",,,nannan,R82.0208.0**2-R82.0205.0**2,,ois
"82.0206.0,82.0208.0",,,nannan,R82.0208.0**2-R82.0206.0**2,,ois
"82.0207.0,82.0208.0",,,nannan,R82.0208.0**2-R82.0207.0**2,,ois
"82.0208.0,82.0209.0",,,nannan,R82.0209.0**2-R82.0208.0**2,,ois
"82.0208.0,82.0210.0",,,nannan,R82.0210.0**2-R82.0208.0**2,,ois
"82.0208.0,82.0211.0",,,nannan,R82.0211.0**2-R82.0208.0**2,,ois
"82.0208.0,82.0212.0",,,nannan,R82.0212.0**2-R82.0208.0**2,,ois
"82.0208.0,82.0214.0",,,nannan,R82.0214.0**2-R82.0208.0**2,,ois
"84.0200.0,84.0208.0",,,Ko91nan,R84.0208.0**2-R84.0200.0**2,,ois
"84.0202.0,84.0208.0",,,Tévedésből vettem először l-nak?nan,R84.0208.0**2-R84.0202.0**2,,ois
"84.0204.0,84.0208.0",,,nannan,R84.0208.0**2-R84.0204.0**2,,ois
"84.0205.0,84.0208.0",,,nannan,R84.0208.0**2-R84.0205.0**2,,ois
"84.0206.0,84.0208.0",,,nannan,R84.0208.0**2-R84.0206.0**2,,ois
"84.0207.0,84.0208.0",,,nannan,R84.0208.0**2-R84.0207.0**2,,ois
"84.0208.0,84.0209.0",,,nannan,R84.0209.0**2-R84.0208.0**2,,ois
"84.0208.0,84.0210.0",,,nannan,R84.0210.0**2-R84.0208.0**2,,ois
"86.0202.0,86.0212.0",,,Bo87nan,R86.0212.0**2-R86.0202.0**2,,ois
"86.0204.0,86.0212.0",,,nannan,R86.0212.0**2-R86.0204.0**2,,ois
"86.0205.0,86.0212.0",,,nannan,R86.0212.0**2-R86.0205.0**2,,ois
"86.0206.0,86.0212.0",,,nannan,R86.0212.0**2-R86.0206.0**2,,ois
"86.0207.0,86.0212.0",,,nannan,R86.0212.0**2-R86.0207.0**2,,ois
"86.0208.0,86.0212.0",,,nannan,R86.0212.0**2-R86.0208.0**2,,ois
"86.0209.0,86.0212.0",,,nannan,R86.0212.0**2-R86.0209.0**2,,ois
"86.0210.0,86.0212.0",,,nannan,R86.0212.0**2-R86.0210.0**2,,ois
"86.0211.0,86.0212.0",,,nannan,R86.0212.0**2-R86.0211.0**2,,ois
"86.0212.0,86.0218.0",,,nannan,R86.0218.0**2-R86.0212.0**2,,ois
"86.0212.0,86.0219.0",,,nannan,R86.0219.0**2-R86.0212.0**2,,ois
"86.0212.0,86.0220.0",,,nannan,R86.0220.0**2-R86.0212.0**2,,ois
"86.0212.0,86.0221.0",,,nannan,R86.0221.0**2-R86.0212.0**2,,ois
"86.0212.0,86.0222.0",,,nannan,R86.0222.0**2-R86.0212.0**2,,ois
"87.0207.0,87.0212.0",,,Ot89nan,R87.0212.0**2-R87.0207.0**2,,ois
"87.0208.0,87.0212.0",,,"(Co87,nan",R87.0212.0**2-R87.0208.0**2,,ois
"87.0209.0,87.0212.0",,,Co85)nan,R87.0212.0**2-R87.0209.0**2,,ois
"87.0210.0,87.0212.0",,,nannan,R87.0212.0**2-R87.0210.0**2,,ois
"87.0211.0,87.0212.0",,,nannan,R87.0212.0**2-R87.0211.0**2,,ois
"87.0212.0,87.0213.0",,,nannan,R87.0213.0**2-R87.0212.0**2,,ois
"87.0212.0,87.0220.0",,,nannan,R87.0220.0**2-R87.0212.0**2,,ois
"87.0212.0,87.0221.0",,,nannan,R87.0221.0**2-R87.0212.0**2,,ois
"87.0212.0,87.0222.0",,,nannan,R87.0222.0**2-R87.0212.0**2,,ois
"87.0212.0,87.0223.0",,,nannan,R87.0223.0**2-R87.0212.0**2,,ois
"87.0212.0,87.0224.0",,,nannan,R87.0224.0**2-R87.0212.0**2,,ois
"87.0212.0,87.0225.0",,,nannan,R87.0225.0**2-R87.0212.0**2,,ois
"87.0212.0,87.0226.0",,,nannan,R87.0226.0**2-R87.0212.0**2,,ois
"87.0212.0,87.0227.0",,,nannan,R87.0227.0**2-R87.0212.0**2,,ois
"87.0212.0,87.0228.0",,,nannan,R87.0228.0**2-R87.0212.0**2,,ois
"88.0208.0,88.0214.0",,,Ah88nan,R88.0214.0**2-R88.0208.0**2,,ois
"88.0209.0,88.0214.0",,,nannan,R88.0214.0**2-R88.0209.0**2,,ois
"88.0210.0,88.0214.0",,,nannan,R88.0214.0**2-R88.0210.0**2,,ois
"88.0211.0,88.0214.0",,,nannan,R88.0214.0**2-R88.0211.0**2,,ois
"88.0212.0,88.0214.0",,,nannan,R88.0214.0**2-R88.0212.0**2,,ois
"88.0213.0,88.0214.0",,,nannan,R88.0214.0**2-R88.0213.0**2,,ois
"88.0214.0,88.0220.0",,,nannan,R88.0220.0**2-R88.0214.0**2,,ois
"88.0214.0,88.0221.0",,,nannan,R88.0221.0**2-R88.0214.0**2,,ois
"88.0214.0,88.0222.0",,,nannan,R88.0222.0**2-R88.0214.0**2,,ois
"88.0214.0,88.0223.0",,,nannan,R88.0223.0**2-R88.0214.0**2,,ois
"88.0214.0,88.0224.0",,,nannan,R88.0224.0**2-R88.0214.0**2,,ois
"88.0214.0,88.0225.0",,,nannan,R88.0225.0**2-R88.0214.0**2,,ois
"88.0214.0,88.0226.0",,,nannan,R88.0226.0**2-R88.0214.0**2,,ois
"88.0214.0,88.0227.0",,,nannan,R88.0227.0**2-R88.0214.0**2,,ois
"88.0214.0,88.0228.0",,,nannan,R88.0228.0**2-R88.0214.0**2,,ois
"88.0214.0,88.0229.0",,,nannan,R88.0229.0**2-R88.0214.0**2,,ois
"88.0214.0,88.0230.0",,,nannan,R88.0230.0**2-R88.0214.0**2,,ois
"88.0214.0,88.0232.0",,,nannan,R88.0232.0**2-R88.0214.0**2,,ois
"90.0227.0,90.0232.0",,,Kä89K = 0.92,R90.0232.0**2-R90.0227.0**2,,ois
"90.0228.0,90.0232.0",,,nanEst from full error,R90.0232.0**2-R90.0228.0**2,,ois
"90.0229.0,90.0232.0",,,nannan,R90.0232.0**2-R90.0229.0**2,,ois
"90.0230.0,90.0232.0",,,nannan,R90.0232.0**2-R90.0230.0**2,,ois
"92.0233.0,92.0238.0",,,An92nan,R92.0238.0**2-R92.0233.0**2,,ois
"92.0234.0,92.0238.0",,,nannan,R92.0238.0**2-R92.0234.0**2,,ois
"92.0235.0,92.0238.0",,,nannan,R92.0238.0**2-R92.0235.0**2,,ois
"92.0236.0,92.0238.0",,,nannan,R92.0238.0**2-R92.0236.0**2,,ois
"94.0238.0,94.0239.0",,,Au87nan,R94.0239.0**2-R94.0238.0**2,,ois
"94.0238.0,94.0240.0",,,(GLT85)nan,R94.0240.0**2-R94.0238.0**2,,ois
"94.0239.0,94.0240.0",,,nannan,R94.0240.0**2-R94.0239.0**2,,ois
"94.0240.0,94.0241.0",,,nannan,R94.0241.0**2-R94.0240.0**2,,ois
"94.0240.0,94.0242.0",,,nannan,R94.0242.0**2-R94.0240.0**2,,ois
"94.0242.0,94.0244.0",,,nannan,R94.0244.0**2-R94.0242.0**2,,ois
"95.0241.0,95.0243.0",,,Au87nan,R95.0243.0**2-R95.0241.0**2,,ois
"96.0242.0,96.0244.0",,,Au87nan,R96.0244.0**2-R96.0242.0**2,,ois
"96.0244.0,96.0245.0",,,nannan,R96.0245.0**2-R96.0244.0**2,,ois
"96.0244.0,96.0246.0",,,nannan,R96.0246.0**2-R96.0244.0**2,,ois
"96.0244.0,96.0248.0",,,nannan,R96.0248.0**2-R96.0244.0**2,,ois
